distrust,state of being suspected
distrust,suspicion of evil designs
disturbance,perplexity
disturbance,public commotion
diversion,that which diverts
diversion,the act of drawing the attention and force of an enemy from the point where the principal attack is to be made
diversity,dissimilitude
divine,a priest
divine,one skilled in divinity
divinity,a false god
divinity,deity
divinity,god
divinity,the state of being divine
division,that which divides or keeps apart
division,"the act or process of diving anything into parts , or the state of being so divided"
dock,"a genus of plants ( rumex ), some species of which are well - known weeds which have a long taproot and are difficult of extermination"
dock,the part of a tail left after clipping or cutting
dock,"the slip or water way extending between two piers or projecting wharves , for the reception of ships"
doctor,any mechanical contrivance intended to remedy a difficulty or serve some purpose in an exigency
doctrine,any tenet or dogma
doctrine,a principle of faith
doctrine,that which is taught
dog,"a mean , worthless fellow"
domain,empire
domain,landed property
domain,"the possessions of a sovereign or commonwealth , or the like"
dome,a house
dominant,the fifth tone of the scale
dominion,"independent right of possession , use , and control"
dominion,that which is governed
donation,a grant
donation,"the act or contract by which a person voluntarily transfers the title to a thing of which be is the owner , from himself to another , without any consideration , as a free gift"
donkey,a stupid or obstinate fellow
doom,penal decree
door,"the frame or barrier of boards , or other material , usually turning on hinges , by which an entrance way into a house or apartment is closed and opened"
dot,"a small point or spot , made with a pen or other pointed instrument"
dot,a small portion or specimen
dot,dowry
double,"among compositors , a doublet ( see doublet , 2"
double,twice as much
doubt,objection
dove,"a person advocating peace , compromise or conciliation rather than war or conflict"
drain,that means of which anything is drained
drawing,"the act of pulling , or attracting"
drawing,the act or the art of representing any object by means of lines and shades
drawing,the figure or representation drawn
draw,the act of drawing
draw,the act of drawing a lot or chance
dread,anticipatory terror
dream,a wild conceit
dream,"the thoughts , or series of thoughts , or imaginary transactions , which occupy the mind during sleep"
dress,garments
dressing,"an application ( a remedy , bandage , etc"
dressing,raiment
drill,a large african baboon
drill,diligent and strict instruction and exercise in the rudiments and methods of any business
drinking,an entertainment with liquors
drinking,the act of one who drinks
drive,a forced or hurried dispatch of business
drive,a place suitable or agreeable for driving
drive,"a stroke from the tee , generally a full shot made with a driver"
driver,the person who drives beasts or a carriage
drug,"an article of slow sale , or in no demand"
drug,"any commodity that lies on hand , or is not salable"
drunkenness,frenzy
drunkenness,intoxication
duck,the light clothes worn by sailors in hot climates
due,that which belongs or may be claimed as a right
due,that which is owed
due,"that which one contracts to pay , or do , to or for another"
due,"whatever custom , law , or morality requires to be done"
dusk,a darkish color
dust,fine powder
duty,service morally obligatory
duty,"specifically , obedience or submission due to parents and superiors"
duty,that which one ought to do
dye,material used for dyeing
dye,"same as die , a lot"
dynasty,"a race or succession of kings , of the same line or family"
ear,a lug
earl,"a nobleman of england ranking below a marquis , and above a viscount"
earnest,pledge
earnest,"something of value given by the buyer to the seller , by way of token or pledge , to bind the bargain and prove the sale"
earth,the dry land
ease,peace
east,the orient
ebb,the european bunting
economy,as they concern expense or disbursement
ecstasy,the pulsation and breathing are not affected
edge,readiness or fitness to cut
edge,sharpness
edifice,a structure
edition,the whole number of copies of a work printed and published at one time
editorial,a leading article in a newspaper or magazine
effect,performance
effect,result
egg,germ cell
egg,ovum
egg,"the oval or roundish body laid by domestic poultry and other birds , tortoises , etc"
eighteenth,one of eighteen equal parts or divisions
eighteenth,the eighth after the tenth
eighth,one of eight equal parts
eight,the number greater by a unit than seven
elbow,a sharp angle in any surface of wainscoting or other woodwork
elder,an aged person
elder,a person occupying any office appropriate to such as have the experience and dignity which age confers
elder,a superior in age
elegance,refinement
element,one of the essential ingredients of any mixture
element,"one of the simplest or essential parts or principles of which anything consists , or upon which the constitution or fundamental powers of anything are based"
elevation,an elevated place or station
eleventh,one of eleven equal parts
eleventh,the interval consisting of ten conjunct degrees
eloquence,"fluent , forcible , elegant , and persuasive speech in public"
embassy,foreign court concerning state affairs
embassy,the charge or business intrusted to an ambassador or to envoys
embrace,hug
embrace,intimate or close encircling with the arms
embroidery,the art of embroidering
eminence,an elevated condition among men
eminence,social or moral loftiness
emotion,a moving of the mind or soul
empire,dominion
empire,rule
empire,sovereignty
empire,sway
employ,employment
employer,one who employs another
employment,service
employment,that which consumes time or attention
enchantment,the state of being enchanted
encounter,a battle
encounter,a combat
encounter,a running against
encouragement,incentive
end,consequence
end,extremity in general
endurance,"a continuing under pain or distress without resistance , or without being overcome"
enemy,a foe
energy,force of utterance
energy,strength of expression
energy,vigorous or effectual operation
engagement,employment of the attention
engagement,"specifically , a pledge to take some one as husband or wife"
engagement,"the state of being engaged , pledged or occupied"
engine,an agent
engine,any device or contrivance
engineer,"one who manages as engine , particularly a steam engine"
enmity,the quality of being an enemy
enterprise,something attempted to be performed
entertainment,a feast
entertainment,a hospitable repast
entertainment,provision for the table
enthusiasm,ecstasy
enthusiasm,exaltation of soul
entrance,the act of taking possession as of property or of office
entreaty,pressing solicitation
entry,ingress
entry,that by which entrance is made
entry,the act of entering or passing into or upon
envelope,"a work of earth , in the form of a single parapet or of a small rampart"
envoy,a person deputed by a sovereign or a government to negotiate a treaty or transact other business with a foreign sovereign or government
episode,"an incidental narrative , or digression , separable from the main subject , but naturally arising from it"
epistle,a written communication
epoch,a division of time characterized by the prevalence of similar conditions of the earth
epoch,"a fixed point of time , established in history by the occurrence of some grand or remarkable event"
equal,"one having the same or a similar age , rank , station , office , talents , strength , or other quality or condition"
equal,one not inferior or superior to another
equipment,equipage
equivalent,"a combining unit , whether an atom , a radical , or a molecule"
erection,exaltation of feelings or purposes
erection,tension
erection,"the act of founding or establishing , as a commonwealth or an office"
error,misapprehension
error,something made wrong or left wrong
essence,constituent substance
essence,"the real being , divested of all logical accidents"
esteem,high estimation or value
estimate,rough or approximate calculation
estimation,honor
eternity,condition which begins at death
eternity,endless time
ether,the air itself
etiquette,observance of the proprieties of rank and occasion
evening,"the latter part and close of the day , and the beginning of darkness or night"
event,conclusion
event,result
event,the consequence of anything
event,the issue
everlasting,"a plant whose flowers may be dried without losing their form or color ,"
everlasting,"eternal duration , past or future"
evil,"moral badness , or the deviation of a moral being from the principles of virtue imposed by conscience , or by the will of the supreme being , or by the principles of a lawful human authority"
exaggeration,"a representation of things beyond natural life , in expression , beauty , power , vigor"
exaggeration,the act of doing or representing in an excessive manner
examination,"the act of examining , or state of being examined"
example,that which is to be followed or imitated as a model
excellence,a title of honor or respect
excellence,that by which any one excels or is eminent
excellence,the quality of being excellent
exchange,the thing given or received in return
excitement,a motive
excitement,that which excites or rouses
excitement,"that which moves , stirs , or induces action"
excitement,"the act of exciting , or the state of being roused into action , or of having increased action"
exclamation,clamor
exclamation,outcry
exclamation,"sudden expression of sound or words indicative of emotion , as in surprise , pain , grief , joy , anger , etc"
exclusion,the state of being excluded
excuse,absolution
excuse,acquittal
execution,a putting to death as a legal penalty
exercise,hygienic activity
exercise,the act of exercising
exhibit,"any article , or collection of articles , displayed to view , as in an industrial exhibition"
exhibition,display
exhibition,maintenance
exhibition,"that which is exhibited , held forth , or displayed"
existence,an entity
existence,continuance in being
existence,continued or repeated manifestation
exit,passage out of a place
exit,way out
expanse,that which is expanded or spread out
expansion,space through which anything is expanded
expectation,"prospect of anything good to come , especially of property or rank"
expectation,the act or state of expecting or looking forward to an event as about to happen
expedition,haste
expedition,quickness
expedition,the quality of being expedite
expenditure,expense
expense,cost
expense,expenditure
expense,"that which is expended , laid out , or consumed"
experience,personal and direct impressions as contrasted with description or fancies
experiment,"an act or operation undertaken in order to discover some unknown principle or effect , or to test , establish , or illustrate some hypothesis , theory , or known truth"
expert,a specialist in a particular profession or department of science requiring for its mastery peculiar culture and erudition
explanation,sense
exploit,a heroic act
exploration,examination
exploration,physical examination
explosion,"a bursting with violence and loud noise , because of internal pressure"
explosion,a chemical action which causes the sudden formation of a great volume of expanded gas
explosion,"a violent outburst of feeling , manifested by excited language , action , etc"
explosion,the act of exploding
exposition,the sense put upon a passage
exposure,openness to danger
exposure,"position as to points of compass , or to influences of climate , etc"
express,a railway train or bus for transporting passengers or goods with speed and punctuality
expression,"lively or vivid representation of meaning , sentiment , or feeling , etc"
expression,"significant and impressive indication , whether by language , appearance , or gesture"
expression,the act of declaring or signifying
expression,the act of expressing
extension,augmentation
extension,expansion
extension,increase
extent,"a peculiar species of execution upon debts due to the crown , under which the lands and goods of the debtor may be seized to secure payment"
extent,degree
extent,measure
extinction,state of being extinguished or of ceasing to be
extinction,suppression
extra,an added charge or fee or something for which an additional charge is made
extra,an edition of a newspaper issued at a time other than the regular one
extravagance,undue expenditure of money
extreme,any undue departure from the mean
extreme,calamity danger distress etc
extreme,extremity
extreme,that part which terminates a body
fabric,edifice
fabric,texture
face,one of the bounding planes of a solid
face,"that part of a body , having several sides , which may be seen from one point , or which is presented toward a certain direction"
face,"the principal dressed surface of a plate , disk , or pulley"
facility,easiness to be persuaded
facility,pliancy
facility,readiness proceeding from skill or use
facility,the quality of being easily performed
facing,a lining placed near the edge of a garment for ornament or protection
facing,an exterior covering or sheathing
fact,an effect produced or achieved
faction,discord
factor,a constituent
factor,"one of the elements or quantities which , when multiplied together , form a product"
factory,a manufactory
fail,fault
failure,deficiency
fairy,a fay
faith,belief
fall,overthrow
falsehood,a deliberate intentional assertion of what is known to be untrue
fame,"celebrity , either favorable or unfavorable"
familiarity,anything said or done by one person to another unceremoniously and without constraint
family,"a tribe , clan , or race"
family,house
fan,"an instrument for winnowing grain , by moving which the grain is tossed and agitated , and the chaff is separated and blown away"
fancy,an image or representation of anything formed in the mind
fancy,an opinion or notion formed without much reflection
fancy,conception
fancy,impression
fancy,the faculty by which the mind forms an image or a representation of anything perceived before
far,"a young pig , or a litter of pigs"
fare,food
fare,provisions for the table
farewell,act of departure
farmer,a cultivator of leased ground
farmer,a husbandman
farthing,"a small copper coin of great britain , being a cent in united states currency"
fascination,that which fascinates
fashionable,a person who conforms to the fashions
fast,a period of abstinence from food or certain kinds of food
fat,"an oily liquid or greasy substance making up the main bulk of the adipose tissue of animals , and widely distributed in the seeds of plants"
fate,the element of chance in the affairs of life
father,a founder of a race or family
father,"one who has begotten a child , whether son or daughter"
fathom,"a measure of length , containing six feet"
fathom,the space to which a man can extend his arms
fatigue,the weakening of a metal when subjected to repeated vibrations or strains
fatigue,weariness from bodily labor or mental exertion
fault,defect
fault,lack
favorite,a person or thing regarded with peculiar favor
favorite,one preferred above others
favorite,one treated with partiality
fear,anxiety
fear,the trembling and awful reverence felt toward the supreme being
feast,a holiday
feast,entertainment
feat,an exploit
feature,any marked peculiarity or characteristic
feature,good appearance
feed,a meal
feed,hay
feeding,that which is eaten
feeding,"the act of eating , or of supplying with food"
fee,payment for professional services of optional amount or fixed by custom or laws
fee,perquisite
fee,possession
fee,the land so held
felicity,a pleasing faculty or accomplishment
felicity,a successful or gratifying event
fell,a barren or rocky hill
fell,a moor
fellow,a companion
fellow,an associate
fellowship,companionship of persons on equal and friendly terms
fellowship,partnership
fence,a defense
fertility,fruitfulness
fertility,productiveness
fertility,richness
fetch,a trick
fetch,the unobstructed region of the ocean over which the wind blows to generate waves
fever,"a diseased state of the system , marked by increased heat , acceleration of the pulse , and a general derangement of the functions , including usually , thirst and loss of appetite"
fiction,a fabrication
fidelity,adherence to a person or party to which one is bound
fidelity,adherence to right
fidelity,faithfulness
field,a piece of land of considerable size
field,the battle itself
fiend,an infernal being
fifteenth,one of fifteen equal parts or divisions
fifteenth,the quotient of a unit divided by fifteen
fifth,the dominant of any key
fifth,the quotient of a unit divided by five
fight,a combat
figure,appearance
fill,filling
film,"a slender thread , as that of a cobweb"
filth,corruption
filth,nastiness
finance,available money
finance,often used in the plural for funds
finance,public money
finance,revenue
finding,a verdict
finding,"plural ), that which a journeyman artisan finds or provides for himself"
finding,provision
finding,"the result of a judicial examination or inquiry , especially into some matter of fact"
fine,"a sum of money paid as the settlement of a claim , or by way of terminating a matter in dispute"
finish,"the joiner work and other finer work required for the completion of a building , especially of the interior"
firing,the mode of introducing fuel into the furnace and working it
fit,a convulsion
fit,a period of exacerbation of a disease
five,"a symbol representing this number , as 5 , or v"
flag,an ensign
flag,"any hard , evenly stratified sandstone , which splits into layers suitable for flagstones"
flame,a blaze
flame,passionate excitement or anger
flame,the passion of love
flash,a very brief period
flask,"as of sheet metal , to carry gunpowder in"
flask,"the wooden or iron frame which holds the sand , etc"
flask,viz
flattery,the act or practice of flattering
flavor,relish
flavor,zest
fleet,a flood
fleet,a river
fleet,the collective naval force of a country etc
flesh,"animal food , in distinction from vegetable"
flight,a mounting
flight,hasty departure
flight,lofty elevation and excursion
flight,the act of fleeing
fling,a kick
fling,a throw
float,"a mass of timber or boards fastened together , and conveyed down a stream by the current"
flock,a christian church or congregation
flock,"considered in their relation to the pastor , or minister in charge"
flood,a body of water rising swelling and overflowing land not usually thus covered
flood,a great flow of water
flood,an inundation
flood,an overflowing
flood,the flowing in of the tide
flora,"a list or description of , or treatise on , such plants"
flora,the goddess of flowers and spring
flourish,beauty
flourish,decoration
flow,"any gentle , gradual movement or procedure of thought , diction , music , or the like , resembling the quiet , steady movement of a river"
fluid,a body whose particles move easily among themselves
flush,a blush
flush,any tinge of red color like that produced on the cheeks by a sudden rush of blood
flute,"a musical wind instrument , consisting of a hollow cylinder or pipe , with holes along its length , stopped by the fingers or by keys which are opened by the fingers"
foe,an opponent
fog,a state of mental confusion
fog,cloudiness or partial opacity of those parts of a developed film or a photograph which should be clear
fold,a part laid over on another part
folding,a doubling
folding,the act of making a fold or folds
folio,a book made of sheets of paper each folded once ( four pages to the sheet )
folio,a book of the largest kind
folio,a sheet of paper once folded
folly,scandalous crime
folly,sin
fondness,doting affection
fondness,tender liking
fond,the ground
food,aliment
food,"that which goes to support life by being received within , and assimilated by , the organism of an animal or a plant"
fool,a person deficient in intellect
fool,a wicked person
foolishness,a foolish practice
fool,"one destitute of reason , or of the common powers of understanding"
fool,"one who acts absurdly , or pursues a course contrary to the dictates of wisdom"
football,"something which is treated in a rough manner , usually as part of a dispute"
foot,the part below the ankle or wrist
forbearance,long - suffering
force,coercion
force,"often , an unusual degree of strength or energy"
force,troops
forehead,the front or fore part of anything
foresight,foreknowledge
forest,an extensive wood
forfeit,a fine
forfeit,"that which is lost , or the right to which is alienated , by a crime , offense , neglect of duty , or breach of contract"
fork,"a branch of a stream , a road , etc"
formation,a shaping
formation,a substance formed or deposited
formation,conformation
formation,structure
formation,the manner in which a thing is formed
format,its external form
form,configuration
form,system
formula,"a fixed or conventional method in which anything is to be done , arranged , or said"
formula,a rule or principle expressed in algebraic language
fortune,chance
fortune,favorable issue
fortune,that which comes as the result of an undertaking or of a course of action
foundation,"that on which anything stands , and by which it is supported"
foundation,that upon which anything is founded
foundation,the lowest and supporting layer of a superstructure
founder,one from whom anything originates
fountain,"a basin built and constantly supplied with pure water for drinking and other useful purposes , or for ornament"
fountain,a reservoir or chamber to contain a liquid which can be conducted or drawn off as needed for use
fountain,the structure or works in which such a jet or stream rises or flows
fourth,one coming next in order after the third
fraction,an expression for a definite portion of a unit or magnitude
fraction,a portion
frame,make or build of a person
frame,physical constitution
frame,the bodily structure
frank,a european
frank,a french coin
frankness,candor
frankness,liberality
frankness,the quality of being frank
fraud,trick
freight,the price paid a common carrier for the carriage of goods
fret,the agitation of the surface of a fluid by fermentation or other cause
friar,an american fish
friend,"one who entertains for another such sentiments of esteem , respect , and affection that he seeks his society and welfare"
fright,a state of terror excited by the sudden appearance of danger
fright,a sudden alarm
fringe,"one of a number of light or dark bands , produced by the interference of light"
frontier,the marches
front,"the forehead , countenance , or personal presence , as expressive of character or temper , and especially , of boldness of disposition , sometimes of impudence"
frost,severe cold or freezing weather
frown,a scowl
fuel,"combustible matter used for fires , as wood , coal , peat , etc"
fuller,a die
fuller,one whose occupation is to full cloth
fund,"evidences ( stocks or bonds ) of money lent to government , for which interest is paid at prescribed intervals"
furnace,"an inclosed place in which heat is produced by the combustion of fuel , as for reducing ores or melting metals , for warming a house , for baking pottery , etc"
furniture,outfit
furniture,supplies
fury,overmastering agitation or enthusiasm
fury,violence
fuss,a bustle
fuss,a tumult
gaiety,same as gayety
gale,a breeze
gale,"a state of excitement , passion , or hilarity"
gale,a strong current of air
gallery,"a long and narrow corridor , or place for walking"
gallery,"a long and narrow platform attached to one or more sides of public hall or the interior of a church , and supported by brackets or columns"
gallery,a room for the exhibition of works of art
galley,a large vessel for war and national purposes
gallop,"a mode of running by a quadruped , particularly by a horse , by lifting alternately the fore feet and the hind feet , in successive leaps or bounds"
game,"a contest , physical or mental , according to certain rules , for amusement , recreation , or for winning a stake"
gap,a hiatus
gap,a vacant space or time
garb,fashion
garden,"a piece of ground appropriated to the cultivation of herbs , fruits , flowers , or vegetables"
garden,"a rich , well - cultivated spot or tract of country"
garment,"any article of clothing , as a coat , a gown , etc"
gasp,a labored respiration
gasp,a painful catching of the breath
gate,"an opening for passage in any inclosing wall , fence , or barrier"
gathering,a charitable contribution
gathering,the act of collecting or bringing together
gear,manufactured stuff or material
gear,property
general,the roll of the drum which calls the troops together
generation,formation
generation,"procreation , as of animals"
generation,production
generation,that which is generated or brought forth
generosity,liberality in giving
generosity,the quality of being noble
genius,a supernatural being
genius,peculiar character
genius,"special taste , inclination , or disposition"
gentleman,one of gentle or refined manners
geography,a treatise on this science
germ,that from which anything springs
getting,the act of obtaining or acquiring
ghost,an unsubstantial image
ghost,a specter
ghost,the soul or spirit of a deceased person
giant,"any animal , plant , or thing , of extraordinary size or power"
giant,"a person of extraordinary strength or powers , bodily or intellectual"
gin,artifice
gin,a snare
girdle,a belt sash or article of dress encircling the body usually at the waist
gladness,state or quality of being glad
glance,a swift survey
gleam,a beam
glide,"the act or manner of moving smoothly , swiftly , and without labor or obstruction"
glimmer,"a faint , unsteady light"
glimmer,a gleam
glimpse,"a short , hurried view"
globe,a body whose surface is in every part equidistant from the center
globe,a sphere
globe,the earth
gloom,dullness
gloom,low spirits
glory,an object of pride or boast
glory,arrogance
glory,brilliancy
glory,that which brings or gives renown
glow,intense excitement or earnestness
goal,the final purpose or aim
god,the supreme being
going,gestation
going,the act of moving in any manner
gorge,the canal by which food passes to the stomach
gospel,the good news concerning christ the kingdom of god and salvation
gossip,a godfather or a godmother
gout,a drop
governor,one who governs
gown,"the dress of civil officers , in distinction from military"
grace,a state of acceptance with god
grace,favor bestowed or privilege conferred
grade,"a graded ascending , descending , or level portion of a road"
grade,deviation from a level surface to an inclined plane
grade,relative position or standing
grain,a single small hard seed
grammar,a treatise on the principles of language
grammar,"the study of forms of speech , and their relations to one another"
grandeur,greatness
grandeur,vastness
grant,allowance
grant,permission
grant,the yielding or admission of something in dispute
grasp,a gripe or seizure of the hand
grass,the plants which constitute the food of cattle and other beasts
gratification,a gratuity
gratification,a recompense
grating,a latticework resembling a window grate
grating,a movable lattice used for the flooring of boats
gratitude,thankfulness
gratitude,warm and friendly feeling toward a benefactor
gravity,seriousness
gravity,sobriety of character or demeanor
green,the color of the solar spectrum intermediate between the yellow and the blue
grief,cause of sorrow or pain
grievance,affliction
grievance,grief
grievance,"that which gives ground for remonstrance or resistance , as arising from injustice , tyranny , etc"
grip,a handle or gripe
groan,"sometimes , an expression of strong disapprobation"
gross,twelve times twelve
growth,result
guardian,"one who guards , preserves , or secures"
guess,"an opinion as to anything , formed without sufficient or decisive evidence or grounds"
guidance,a leading
guidance,the superintendence or assistance of a guide
guise,customary way of speaking or acting
gulf,"a deep chasm or basin ,"
gum,"the dense tissues which invest the teeth , and cover the adjacent parts of the jaws"
gun,a piece of heavy ordnance
gun,violent blasts of wind
guy,"a rope , chain , or rod attached to anything to steady it"
habitation,occupancy
habitation,the act of inhabiting
habit,characteristic forms of behavior
habit,practice
hammer,"an instrument for driving nails , beating metals , and the like , consisting of a head , usually of steel or iron , fixed crosswise to a handle"
hammer,"the padded mallet of a piano , which strikes the wires , to produce the tones"
ham,the region back of the knee joint
ham,the thigh of a hog cured by salting and smoking
hand,"a limb of certain animals , as the foot of a hawk , or any one of the four extremities of a monkey"
hand,an index or pointer on a dial
handkerchief,a neckerchief
handle,a tool
handle,"that part of vessels , instruments , etc"
hang,a sharp or steep declivity or slope
hanging,death by suspension
hanging,"that which is hung as lining or drapery for the walls of a room , as tapestry , paper , etc"
happiness,contentment
happiness,unstudied grace
harbor,a mixing box for materials
harbor,a station for rest and entertainment
hardness,"the quality or state of being hard , literally or figuratively"
hardware,"ware made of metal , as cutlery , kitchen utensils , and the like"
harm,detriment
harm,"that which causes injury , damage , or loss"
harness,gear
harness,"the equipment of a draught or carriage horse , for drawing a wagon , coach , chaise , etc"
haste,expedition
haste,hurry
haste,sudden excitement of feeling or passion
haste,vehemence
hate,detestation
haul,a pulling with force
hawk,"a small board , with a handle on the under side , to hold mortar"
hazard,accident
hazard,risk
heading,formation of a head
heap,"a collection of things laid in a body , or thrown together so as to form an elevation"
heap,a pile or mass
hearing,attention to what is delivered
hearth,a corresponding part of a stove
heart,"rarely , the seat of the understanding or will"
hearty,good fellow
heave,"an effort to raise something , as a weight , or one ' s self , or to move something heavy"
heaven,god
heaven,"the place where the sun , moon , and stars appear"
heed,observation
heel,"specifically , a solid part projecting downward from the hinder part of the sole of a boot or shoe"
heel,the closing or concluding part
height,stature
height,that which is elevated
height,"the distance to which anything rises above its foot , above that on which in stands , above the earth , or above the level of the sea"
height,"the measure upward from a surface , as the floor or the ground , of an animal , especially of a man"
heir,one who receives any endowment from an ancestor or relation
hell,anguish
hell,the place or state of punishment for the wicked after death
helm,the place or office of direction or administration
help,^
help,"strength or means furnished toward promoting an object , or deliverance from difficulty or distress"
hem,"the edge or border of a garment or cloth , doubled over and sewed , to strengthen it and prevent raveling"
herald,"one who , or that which , publishes or announces"
herb,"a plant whose stem does not become woody and permanent , but dies , at least down to the ground , after flowering"
herb,herbage
heresy,"an offense against christianity , consisting in a denial of some essential doctrine , which denial is publicly avowed , and obstinately maintained"
hermit,"a spiced molasses cookie , often containing chopped raisins and nuts"
heroine,a woman of an heroic spirit
hesitation,doubt
hide,an abode or dwelling
high,an elevated place
high,the highest card dealt or drawn
hill,an eminence less than a mountain
hill,the earth raised about the roots of a plant or cluster of plants
historian,a chronicler
historian,one versed or well informed in history
history,a learning or knowing by inquiry
hit,a striking against
holder,one who is employed in the hold of a vessel
hold,"the act of holding , as in or with the hands or arms"
hold,"the manner of holding , whether firm or loose"
hole,a low narrow or dark lodging or place
holiday,a consecrated day
holiness,"the state of being hallowed , or consecrated to god or to his worship"
holiness,the state or quality of being holy
homage,reverential worship
home,one ' s birthplace
home,one ' s native land
homer,a carrier pigeon remarkable for its ability to return home from a distance
home,the habitual abode of one ' s family
honesty,chastity
honesty,freedom from fraud or guile
honor,courage
honor,dignity
honor,esteem due or paid to worth
honor,excellence of character
honor,manifestation of respect or reverence
honor,respect
honor,virtue
hook,an implement for cutting grass or grain
hook,"a piece of metal , or other hard material , formed or bent into a curve or at an angle , for catching , holding , or sustaining anything"
hook,"that part of a hinge which is fixed to a post , and on which a door or gate hangs and turns"
horn,"the antler of a deer , which is of bone throughout , and annually shed and renewed"
horror,a shuddering with terror and detestation
horror,gloom
horror,the feeling inspired by something frightful and shocking
hospitality,the act or practice of one who is hospitable
host,a landlord
host,any great number or multitude
hostess,a woman who hospitably entertains guests at her house
hostility,a hostile deed
hostility,"in the plural , acts of warfare"
hostility,state of being hostile
host,"one who receives or entertains another , whether gratuitously or for compensation"
host,the bread before consecration
host,"the consecrated wafer , believed to be the body of christ , which in the mass is offered as a sacrifice"
hotel,"an inn or public house , of the better class"
hour,a particular time or occasion
house,"a dwelling place , a mansion"
hull,"the outer covering of anything , particularly of a nut or of grain"
humanity,mankind collectively
humanity,"the peculiar nature of man , by which he is distinguished from other beings"
humility,a sense of one ' s own unworthiness through imperfection and sinfulness
humor,disposition
humor,mood
hundred,five score
hundred,"the product of ten multiplied by ten , or the number of ten times ten"
hunter,"a dog that scents game , or is trained to the chase"
hunter,a hunting dog
hurry,urgency
husband,a man who has a wife
hut,a slightly built or temporary structure
hymn,a song of praise or thanksgiving intended to be used in religious service
hypocrisy,"a dissimulation , or a concealment of one ' s real character , disposition , or motives"
hypocrisy,a simulation of goodness
hypothesis,"a proposition or principle which is supposed or taken for granted , in order to draw a conclusion or inference for proof of the point in question"
ideal,a mental conception regarded as a standard of perfection
identity,"the state or quality of being identical , or the same"
idiot,"a human being destitute of the ordinary intellectual powers , whether congenital , developmental , or accidental"
idolatry,respect or love which borders on adoration
ill,evil
ill,misfortune
illness,disorder of health
illness,wrong moral conduct
illumination,festive decoration of houses or buildings with lights
illumination,"the act of illuminating , or supplying with light"
illumination,the state of being illuminated
illusion,anything agreeably fascinating and charming
illustration,education
illustration,the act of illustrating
illustration,the act of making clear and distinct
ill,"whatever annoys or impairs happiness , or prevents success"
image,a copy
image,an idol
image,the likeness of anything to which worship is paid
imitation,"that which is made to resemble something else , whether for laudable or for fraudulent purposes"
immortal,one who will never cease to be
imperial,an outside seat on a diligence
import,consequence
import,"merchandise imported , or brought into a country from without its boundaries"
impress,a mark made by pressure
improvement,betterment
improvement,promotion in desirable qualities
impudence,"assurance , accompanied with a disregard of the presence or opinions of others"
impudence,lack of modesty
impulse,the action of a force during a very small interval of time
impulse,"the act of impelling , or driving onward with sudden force"
incapable,a simpleton
incense,the perfume or odors exhaled from spices and gums when burned in celebrating religious rites or as an offering to some deity
incident,an event
incident,"something appertaining to , passing with , or depending on , another , called the principal"
inclination,"the act of inclining , or state of being inclined"
income,receipts
inconvenience,unfitness
inconvenience,unsuitableness
increase,growth
independence,direction of one ' s own affairs without interference
independence,sufficient means for a comfortable livelihood
independence,the state or quality of being independent
independent,one who exercises liberty in voting
indication,act of pointing out or indicating
indication,discovery made
indication,evidence
indifference,mediocrity
indignation,the effect of anger
individual,a human being
individual,"a thing or being incapable of separation or division , without losing its identity"
individuality,the sum of characteristic traits
indulgence,forbearance of restrain or control
infamy,indignity
infancy,minority
infection,a prevailing disease
infinite,an incalculable or very great number
influence,acknowledged ascendency
influence,controlling power quietly exerted
information,any datum that reduces uncertainty about the state of any part of the world
infringement,breach
ingenuity,quickness or acuteness in forming new combinations
ingenuity,the quality or power of ready invention
iniquity,"absence of , or deviation from , just dealing"
initiative,an introductory step or movement
injunction,a command
injury,harm
injury,hurt
injury,loss
injustice,an unjust act or deed
inn,a tavern
innocence,purity of heart
inquiry,a question or questioning
inquiry,the act of inquiring
inquisition,inquest
inquisition,investigation
inquisition,official examination
insect,any small crustacean
insight,a sight or view of the interior of anything
insight,power of acute observation and deduction
inspector,an overseer
inspiration,a supernatural influence which qualifies men to receive and communicate divine truth
inspiration,the act of inspiring or breathing in
instance,application
instance,der of occurrence
instance,motion
instant,any particular moment
instruction,information
instrument,"a writing , as the means of giving formal expression to some act"
insult,a deprecatory remark
insult,"gross abuse offered to another , either by word or act"
insult,trauma
insurance,"a contract whereby , for a stipulated consideration , called premium , one party undertakes to indemnify or guarantee another against loss by certain specified risks"
insurrection,"a rising against civil or political authority , or the established government"
insurrection,open and active opposition to the execution of law in a city or state
integrity,entire correspondence with an original condition
integrity,freedom from corrupting influence or motive
integrity,honesty
integrity,rectitude
intellect,"the part or faculty of the human mind by which it knows , as distinguished from the power to feel and to will"
intelligence,notice
intended,one who is betrothed
intensity,"effectiveness , as estimated by results produced"
intention,fixedness of attention
interest,"good , regarded as a selfish benefit"
interior,"the inland part of a country , state , or kingdom"
interpreter,a person who translates orally between two parties
interval,a space between things
interval,a void space intervening between any two objects
intervention,of one or more states with the affairs of another
intoxication,"an elation which rises to enthusiasm , frenzy , or madness"
intrusion,the forcing ( one ' s self ) into a place without right or welcome
invalid,a person who is weak and infirm
invasion,the incursion of an army for conquest or plunder
invasion,trespass
investigation,research
invisible,"specifically , god , the supreme being"
invitation,solicitation
iris,an appearance resembling the rainbow
iris,a prismatic play of colors
iris,the rainbow
