destruction,devastation
destruction,the act of destroying
destructive,a radical reformer
detachment,renunciation
detail,a particular
detail,the person or the body of men so selected
detective,one who business it is so detect criminals or discover matters of secrecy
determination,impulsion
determination,termination
deuce,a demon
development,the result of developing or a developed state
device,a project
device,"often , a scheme to deceive"
devil,a demon
devil,any great evil
devil,"satan , represented as the tempter and spiritual of mankind"
devotion,eager inclination
devotion,manifestation of strong attachment
devotion,strong attachment love or affection
dew,"figuratively , anything which falls lightly and in a refreshing manner"
dexterity,expertness in manual acts
dexterity,quickness and skill in managing any complicated or difficult affair
dexterity,readiness in the use or control of the mental powers
dexterity,skill and ease in using the hands
diameter,"any right line passing through the center of a figure or body , as a circle , conic section , sphere , cube , etc"
diamond,"a precious stone or gem excelling in brilliancy and beautiful play of prismatic colors , and remarkable for extreme hardness"
dictate,a command
dictate,"an authoritative rule , principle , or maxim"
dictate,a statement delivered with authority
diet,a deliberative convention
diet,any of various national or local assemblies
diet,course of living or nourishment
diet,victuals
difference,cause of dissension
difference,characteristic quality
difference,controversy
difference,disagreement in opinion
difference,specific attribute
difference,unlikeness
difference,variation
dig,a punch
digestion,generation of pus
digestion,thoughtful consideration
digest,that which is worked over classified and arranged under proper heads or titles
dignity,elevated rank
dignity,elevation
dignity,true worth
diligence,process for enforcing the attendance of witnesses or the production of writings
diligence,the quality of being diligent
dining,from dine a
dip,"a hollow or depression in a surface , especially in the ground"
dip,slope
direction,address
direction,administration
direction,a guiding or authoritative instruction
direction,superintendence
director,a manager or superintendent
director,one of a body of persons appointed to manage the affairs of a company or corporation
disadvantage,deprivation of advantage
disadvantage,"prejudice to interest , fame , credit , profit , or other good"
disappearance,removal from sight
disappointment,defeat or failure of expectation or hope
disappointment,frustration
disaster,a calamity
discharge,explosive removal of a charge
discharge,letting off
discharge,unloading
disciple,a follower who has learned to believe in the truth of the doctrine of his teacher
disciple,an adherent in doctrine
discipline,development of the faculties by instruction and exercise
discomfort,sorrow
discomfort,want of comfort
discord,absence of unity or harmony in sentiment or action
discourse,the art and manner of speaking and conversing
discrimination,"the act of discriminating , distinguishing , or noting and marking differences"
discussion,agitation
disdain,a feeling of contempt and aversion
disease,malady
disgust,aversion or displeasure produced by something loathsome
dismay,a sinking of the spirits
disorder,disarray
disorder,irregularity
dispatch,haste
dispatch,riddance
displeasure,disapprobation
disposal,adjustment
disposal,arrangement
disposition,quality
dispute,contest
dispute,contest by opposing argument or expression of opposing views or claims
dispute,struggle
dissolution,melting
distance,the space between two objects
distress,extreme pain or suffering
distress,painful situation
distress,that which occasions suffering
distribution,the act of dividing or apportioning among several or many
district,"a defined portion of a state , town , or city , etc"
district,the territory within which the lord has the power of coercing and punishing
distrust,"doubt of sufficiency , reality , or sincerity"
diversity,dissimilitude
diversity,unlikeness
diversity,variety
divine,a priest
divine,a theologian
divinity,god
divinity,godhead
divinity,the state of being divine
division,a distinct segment or section
dock,"a genus of plants ( rumex ), some species of which are well - known weeds which have a long taproot and are difficult of extermination"
dock,the place in court where a criminal or accused person stands
dock,the stump of a tail
doctrine,any tenet or dogma
doctrine,a principle of faith
doctrine,"what is held , put forth as true , and supported by a teacher , a school , or a sect"
dog,a fellow
doll,an attractive woman or girl
domain,"the possessions of a sovereign or commonwealth , or the like"
dome,a building
dome,a cupola formed on a large scale
dome,an edifice
dome,"as the upper part of a furnace , the vertical steam chamber on the top of a boiler , etc"
dominion,superior prominence
dominion,territory over which authority is exercised
donation,the act of giving or bestowing
donation,"the act or contract by which a person voluntarily transfers the title to a thing of which be is the owner , from himself to another , without any consideration , as a free gift"
donkey,a stupid or obstinate fellow
doom,judgment
doom,ruin
door,"the frame or barrier of boards , or other material , usually turning on hinges , by which an entrance way into a house or apartment is closed and opened"
dose,anything unpleasant that one is obliged to take
dose,a portion
dose,"used figuratively ,"
dot,a marriage portion
dot,dowry
double,a plait
doubt,"unsettled state of opinion concerning the reality of an event , or the truth of an assertion , etc"
downfall,"a sudden descent from rank or state , reputation or happiness"
downfall,destruction
drag,a kind of low car or handcart
dragon,"a fierce , violent person , especially a woman"
drag,the act of dragging
drain,a water course
drain,gradual and continuous outflow or withdrawal
drama,dramatic literature
drawing,delineation
dread,anticipatory terror
dread,great fear in view of impending evil
dressing,"an application ( a remedy , bandage , etc"
drift,an overpowering influence or impulse
drift,course or direction along which anything is driven
drift,setting
drift,the force which impels or drives
drill,a kind or method of military exercises
drill,"an implement for making holes for sowing seed , and sometimes so formed as to contain seeds and drop them into the hole made"
drill,an instrument with an edged or pointed end used for making holes in hard substances
drill,"any exercise , physical or mental , enforced with regularity and by constant repetition"
drill,diligent and strict instruction and exercise in the rudiments and methods of any business
drill,"the act or exercise of training soldiers in the military art , as in the manual of arms , in the execution of evolutions , and the like"
drinking,the act of one who drinks
drink,liquid to be swallowed
dripping,"that which falls in drops , as fat from meat in roasting"
driver,"one who , or that which , drives"
drive,the distance covered by such a stroke
drop,a minim
drove,"any collection of irrational animals , moving or driving forward"
drug,"any commodity that lies on hand , or is not salable"
drum,"a small cylindrical box in which figs , etc"
duchess,the wife or widow of a duke
due,just title or claim
due,that which belongs or may be claimed as a right
due,"whatever custom , law , or morality requires to be done"
dwelling,abode
dwelling,habitation
dynasty,sovereignty
ear,"any prominence or projection on an object , -- usually one for support or attachment"
earnestness,anxiety
earnest,"something given , or a part paid beforehand , as a pledge"
ear,the perception of sounds
earth,"sometimes , soil favorable to the growth of plants"
earth,"the world , in distinction from the sun , moon , or stars"
ease,comfort
east,the eastern parts of the earth
eating,something fit to be eaten
ebb,low state or condition
ebb,the european bunting
echo,answer
echo,a sound reflected from an opposing surface and repeated to the ear of a listener
echo,response
economy,the management of domestic affairs
economy,the regulation and government of household matters
ecstasy,the pulsation and breathing are not affected
edge,any sharp terminating border
edge,intenseness of desire
effect,expression
effect,performance
eighth,the quotient of a unit divided by eight
elbow,the outer curve in the middle of the arm when bent
elder,an aged person
election,free will
elegance,that which is elegant
elegance,the state or quality of being elegant
element,also a simple portion of that which is complex as a shaft lever wheel or any simple part in a machine
eleven,the sum of ten and one
eleventh,one of eleven equal parts
eleventh,the interval made up of an octave and a fourth
eloquence,"fluent , forcible , elegant , and persuasive speech in public"
embassy,envoys
emblem,"an object , or the figure of an object , symbolizing and suggesting another object , or an idea , by natural aptness or by association"
embrace,clasp
embrace,pressure to the bosom
emergency,pressing necessity
emergency,sudden or unexpected appearance
eminence,"a title of honor , especially applied to a cardinal in the roman catholic church"
eminence,social or moral loftiness
emphasis,a peculiar impressiveness of expression or weight of thought
empire,any dominion
empire,dominion
empire,supreme control
employee,one employed by another
employer,one who employs another
employment,that which consumes time or attention
empress,a sovereign mistress
encampment,a camp
enchantment,the state of being enchanted
enchantment,"the use of magic arts , spells , or charms"
end,close
endeavor,an exertion of physical or intellectual strength toward the attainment of an object
ending,result
ending,the final syllable or letter of a word
end,point beyond which no procession can be made
end,termination of being
endurance,"a continuing under pain or distress without resistance , or without being overcome"
endurance,patience
energy,force of utterance
energy,internal or inherent power
engine,an agent
enjoyment,"pleasure or satisfaction , as in the possession or occupancy of anything"
entertainment,hospitable reception
entertainment,hospitality
enthusiasm,ardent and imaginative zeal or interest
enthusiasm,elevation of fancy
entire,a name originally given to a kind of beer combining qualities of different kinds of beer
entity,"a real being , whether in thought ( as an ideal conception ) or in fact"
entreaty,earnest petition
entreaty,the act of entreating or beseeching
entry,an item
entry,a vestibule
envelope,an inclosing cover
envelope,the cover or wrapper of a document as of a letter
envy,malicious grudging
equality,"likeness in bulk , value , rank , properties , etc"
equilibrium,"a just poise or balance in respect to an object , so that it remains firm"
equipment,for carrying on business )
equipment,infantry equipments
equipment,necessaries for an expedition or voyage
erection,state of being stretched to stiffness
erection,"the act of constructing , as a building or a wall , or of fitting together the parts of , as a machine"
errand,a commission
errand,a mission
errand,"any specific task , usually of a routine nature , requiring some form of travel , usually locally"
error,a departing or deviation from the truth
error,irregularity
error,misapprehension
error,violation of duty
escort,a body of persons attending as a mark of respect or honor
establishment,"a form of government , civil or ecclesiastical"
establishment,a system of religion maintained by the civil power
estate,a fortune
estate,a property which a person possesses
esteem,estimation
esteem,"favorable opinion , founded on supposed worth"
esteem,valuation
ether,the air itself
ethics,rules of practice in respect to a single class of human actions
event,the consequence of anything
everlasting,"a plant whose flowers may be dried without losing their form or color ,"
everlasting,with the definite article ) the eternal being
evidence,means of making proof
evil,anything which causes suffering of any kind to sentient beings
evil,injury
evil,mischief
evil,wickedness
exaltation,the state of being exalted
examination,"a careful search , investigation , or inquiry"
excellence,state of possessing good qualities in an eminent degree
exception,exclusion
excess,extravagance
excess,superfluity
excess,the state of surpassing or going beyond limits
exchange,a publication exchanged for another
exclamation,a mark or sign by which outcry or emphatic utterance is marked
exclamation,an interjection
exclusion,"the act of excluding , or of shutting out , whether by thrusting out or by preventing admission"
exclusion,thing emitted
exclusive,one of a coterie who exclude others
excuse,justification
execution,achievement
execution,performance
exercise,habitual activity
exhaustion,the state of being deprived of strength or spirits
exhibit,"any article , or collection of articles , displayed to view , as in an industrial exhibition"
exile,one who separates himself from his home
existence,a being
exit,a way of departure
exit,death
exit,egress
exit,way out
expansion,expanse
expansion,pure space
expansion,space through which anything is expanded
expansion,that which is expanded
expansion,the act of expanding or spreading out
expedition,a warlike enterprise
expedition,progress
expense,disbursement
expense,outlay
experience,actual enjoyment or suffering
experience,"an act of knowledge , one or more , by which single facts or general truths are ascertained"
experiment,practical test
explanation,the act of clearing from obscurity and making intelligible
explosion,detonation
exposition,a setting out or displaying to public view
exposure,"the act of exposing or laying open , setting forth , laying bare of protection , depriving of care or concealment , or setting out to reprobation or contempt"
express,a courier
express,a regular and fast conveyance
express,"commonly , a company or system for the prompt and safe transportation of merchandise or parcels"
expression,of extorting or eliciting
expression,utterance
exquisite,a dandy
extension,a stretching out
extension,capacity of a concept or general term to include a greater or smaller number of objects
extension,increase
extent,bulk
extent,degree
extent,superficies
external,outward part
extract,"a portion of a book or document , separately transcribed"
extravagance,excess
extravagance,undue expenditure of money
extravagance,want of moderation
fable,common talk
fabric,edifice
face,that part which presents itself to the view
face,the front or upper part or surface
facility,easiness to be persuaded
fact,an event
fact,anything done or that comes to pass
faction,"a party , in political society , combined or acting in union , in opposition to the government , or state"
faculty,capacity for any natural function
faculty,intellectual endowment or gift
faculty,license
faculty,psychical or soul capacity
faculty,special mental endowment
fail,failure
failure,deficiency
failure,omission
fair,"a festival , and sale of fancy articles"
fair,good luck
fairy,"an imaginary supernatural being or spirit , supposed to assume a human form ( usually diminutive ), either male or female , and to meddle for good or evil in the affairs of mankind"
fall,death
fall,descent
fall,the act of falling
falsehood,a deliberate intentional assertion of what is known to be untrue
falsehood,perfidy
fame,renown
familiar,an attendant demon or evil spirit
familiarity,anything said or done by one person to another unceremoniously and without constraint
familiarity,"intimate and frequent converse , or association"
familiarity,liberties
famine,dearth
fan,"an instrument for winnowing grain , by moving which the grain is tossed and agitated , and the chaff is separated and blown away"
fancy,an image or representation of anything formed in the mind
fancy,impression
fancy,thought
fancy,whim
fantastic,a fop
farce,forcemeat
fare,the price of passage or going
farm,"any tract of land devoted to agricultural purposes , under the management of a tenant or the owner"
farmer,a cultivator of leased ground
farmer,a husbandman
farmer,an agriculturist
farmer,one who is devoted to the tillage of the soil
farm,the land held under lease and by payment of rent for the purpose of cultivation
farthing,"a small copper coin of great britain , being a cent in united states currency"
farthing,the fourth of a penny
fascination,the exercise of a powerful or irresistible influence on the affections or passions
fashion,"particularly , the mode or style usual among persons of good breeding"
fashion,"pattern , model"
fast,that which fastens or holds
fate,death
fate,ruin
fate,the element of chance in the affairs of life
father,a male parent
fat,the best part
fault,default
fault,lack
favor,"an act of grace or good will , as distinct from justice or remuneration"
favor,good will
favorite,a person or thing regarded with peculiar favor
favorite,one preferred above others
favor,kind regard
fear,anxiety
feast,"a solemn , or more commonly , a joyous , anniversary"
feature,a lineament
feature,"the make , cast , or appearance of the human face , and especially of any single part of the face"
feed,fodder
feel,a sensation communicated by touching
feeling,a high degree of susceptibility to emotions or states of the sensibility not dependent on the body
fee,pay
fee,payment for professional services of optional amount or fixed by custom or laws
fee,possession
felicity,blessedness
felicity,enjoyment of good
felicity,prosperity
felicity,the state of being happy
fell,a skin or hide of a beast with the wool or hair on
fellow,a companion
fellow,an ignoble or mean man
fellow,a partner
fellowship,association
fellowship,companionship
fellowship,frequent and familiar intercourse
fence,a defense
ferocity,cruelty
field,a piece of land of considerable size
fifteen,the sum of five and ten
fifth,the quotient of a unit divided by five
fight,a combat
file,a shrewd or artful person
file,"the line , wire , or other contrivance , by which papers are put and kept in order"
fill,the place which is to be filled
filth,anything that soils or defiles
filth,corruption
filth,dirt
finance,available money
finance,often used in the plural for funds
finance,the science of raising and expending the public revenue
finding,a verdict
finding,"plural ), that which a journeyman artisan finds or provides for himself"
finding,that which is provided for one
fine,"a sum of money paid as the settlement of a claim , or by way of terminating a matter in dispute"
fire,the burning of a house or town
fire,the evolution of light and heat in the combustion of bodies
firm,a partnership of two or more persons
fiscal,the attorney - general
fiscal,the solicitor in spain and portugal
fit,adjustment
fit,a paroxysm
fit,a paroxysm
fixing,arrangements
flag,"a cloth usually bearing a device or devices and used to indicate nationality , party , etc"
flag,a flat stone used for paving
flag,that which flags or hangs down loosely
flame,passionate excitement or anger
flame,the passion of love
flank,any part of a work defending another by a fire along the outside of its parapet
flash,"a reservoir and sluiceway beside a navigable stream , just above a shoal , so that the stream may pour in water as boats pass , and thus bear them over the shoal"
flashing,the reheating of a globe of crown glass to allow it to assume a flat shape as it is rotated
flashing,the reheating of an article at the furnace aperture during manufacture to restore its plastic condition
flask,a small bottle - shaped vessel for holding fluids
flat,"specifically , in the united states , a level tract along the along the banks of a river"
flattery,adulation
flesh,"the aggregate of the muscles , fat , and other tissues which cover the framework of bones in man and other animals"
flesh,the corporeal person
flesh,the muscles
flight,"the act of running away , to escape danger or expected evil"
fling,a gibe
fling,a kick
fling,a kind of dance
float,"the hollow , metallic ball of a self - acting faucet , which floats upon the water in a cistern or boiler"
flood,a body of moving water
flood,an overflowing
flora,"a list or description of , or treatise on , such plants"
flora,the goddess of flowers and spring
flourish,a fanciful stroke of the pen or graver
flour,the finer part of meal separated by bolting
flower,"the showy portion , usually of a different color , shape , and texture from the foliage"
flower,the state or time of freshness and bloom
flutter,agitation of the mind
flutter,disorder
flutter,hurry
fly,any winged insect
foam,froth
foam,spume
foe,an enemy
foe,an opponent
fog,watery vapor condensed in the lower part of the atmosphere and disturbing its transparency
fold,"a doubling , especially of any flexible substance"
fold,embrace
folio,a sheet of paper once folded
folly,a foolish act
folly,weak or light - minded conduct
fond,"the broth or juice from braised flesh or fish , usually served as a sauce"
food,"that which goes to support life by being received within , and assimilated by , the organism of an animal or a plant"
fool,a dolt
fool,a simpleton
footing,position
forbearance,the exercise of patience
force,active power
force,capacity of exercising an influence or producing an effect
force,might
force,"often , an unusual degree of strength or energy"
forefinger,the finger next to the thumb
forehead,assurance
foreigner,an alien
foreman,the first or chief man
forest,"a large extent or precinct of country , generally waste and woody , belonging to the sovereign , set apart for the keeping of game for his use , not inclosed , but distinguished by certain limits , and protected by certain laws , courts , and officers of its own"
fore,the front
forfeit,a fine
fork,"a barbed point , as of an arrow"
formation,the act of giving form or shape to anything
format,the shape and size of a book or other printed publication
former,"a shape around which an article is to be shaped , molded , woven wrapped , pasted , or otherwise constructed"
former,one who forms
form,external appearance
formula,"a fixed or conventional method in which anything is to be done , arranged , or said"
fortitude,resolute endurance
fortnight,the space of fourteen days
fortune,fate
fortune,hap
fortune,"lot in life , or event in any particular undertaking"
fortune,luck
foundation,basis
foundation,"the act of founding , fixing , establishing , or beginning to erect"
founder,a caster
founder,one from whom anything originates
fourteen,the sum of ten and four
fourteenth,the quotient of a unit divided by fourteen
fourth,the quotient of a unit divided by four
fraction,one or more aliquot parts of a unit or whole number
fragment,"a small , detached portion"
frame,a fabric
frame,anything composed of parts fitted and united together
frame,a structure
frank,a native or inhabitant of western europe
frankness,ingenuousness
frank,"the privilege of sending letters or other mail matter , free of postage , or without charge"
fraud,deceit
fray,broil
freedom,independence
freight,lading
freight,the price paid a common carrier for the carriage of goods
frenzy,violent and temporary derangement of the mental faculties
fret,"a short piece of wire , or other material fixed across the finger board of a guitar or a similar instrument , to indicate where the finger is to be placed"
fret,disturbance of temper
fret,"the reticulated headdress or net , made of gold or silver wire , in which ladies in the middle ages confined their hair"
friend,one not a foe or enemy
friend,one of the same nation party kin etc
fright,"anything strange , ugly or shocking , producing a feeling of alarm or aversion"
fright,a sudden alarm
fringe,a line of objects along a border or edge
fringe,"one of a number of light or dark bands , produced by the interference of light"
frock,a loose outer garment
front,"an attitude and demeanor intended to represent one ' s feelings , even if not actually felt"
frontier,the marches
frown,any expression of displeasure
frown,"a sour , severe , or stern look"
fugitive,a deserter
function,performance
fundamental,"a leading or primary principle , rule , law , or article , which serves as the groundwork of a system"
fundamental,"essential part ,"
fund,"evidences ( stocks or bonds ) of money lent to government , for which interest is paid at prescribed intervals"
fund,that reserve by means of which expenses and credit are supported
fun,merriment
furnace,severe experience or discipline
furniture,outfit
furniture,supplies
furniture,that with which anything is furnished or supplied
fury,extreme wrath
fury,violent or extreme excitement
fuss,a tumult
gait,a march
gait,manner of walking or stepping
gale,"a state of excitement , passion , or hilarity"
gallant,a suitor
gallant,a young blood
gallery,"a long and narrow corridor , or place for walking"
gallery,"a long and narrow platform attached to one or more sides of public hall or the interior of a church , and supported by brackets or columns"
gallery,a room for the exhibition of works of art
gang,a set
gap,a mountain pass
gap,an opening for a passage or entrance
gather,a pucker
gathering,the act of collecting or bringing together
gear,garments
gem,a bud
gem,a jewel
general,the whole
generation,that which is generated or brought forth
generation,the act of generating or begetting
generosity,liberality in giving
genesis,production
gentleness,"softness of manners , disposition , etc"
gentry,people of education and good breeding
genus,a precisely defined and exactly divided class
get,progeny
getting,acquisition
getting,profit
ghost,an unsubstantial image
giant,"a person of extraordinary strength or powers , bodily or intellectual"
gift,an offering
gilt,"gold , or that which resembles gold , laid on the surface of a thing"
gin,"a hoisting drum , usually vertical"
gin,artifice
gin,"a strong alcoholic liquor , distilled from rye and barley , and flavored with juniper berries"
girdle,a belt
girdle,a circumference
girl,"a female child , from birth to the age of puberty"
giving,a conferring or imparting
giving,"the act of softening , breaking , or yielding"
gladness,cheerfulness
gladness,joyful satisfaction
glance,a glimpse
glance,an incidental or passing thought or allusion
glance,a quick cast of the eyes
glare,"a viscous , transparent substance"
glee,gayety
glee,joy
glen,a secluded and narrow valley
glide,"the act or manner of moving smoothly , swiftly , and without labor or obstruction"
glimmer,"feeble , scattered rays of light"
glimpse,a quick sight
glimpse,a sudden flash
glitter,brilliant and showy luster
gloom,aspect of sorrow
gloom,thick shade
glory,an object of pride or boast
glory,renown
glory,the occasion of praise
glow,ardor
goal,"a base , station , or bound used in various games as the point or object which a team must reach in order to score points"
goal,the final purpose or aim
god,a deity
going,departure
going,gestation
gold,riches
gospel,"a selection from one of the gospels , for use in a religious service"
gossip,a sponsor
governess,a woman invested with authority to control and direct
governess,one intrusted with the care and instruction of children -- usually in their homes
government,direction
government,regulation
government,the administration of laws
government,the system of polity in a state
governor,one who governs
governor,one who is invested with the supreme executive authority in a state
grace,a state of acceptance with god
grace,divine love or pardon
grace,favor bestowed or privilege conferred
grade,a gradient
gradual,a service book containing the musical portions of the mass
grammar,a treatise on the principles of language
grandeur,dignity
grandeur,greatness
grant,permission
grate,"a frame or bed , or kind of basket , of iron bars , for holding fuel while burning"
gratification,a gratuity
gratification,enjoyment
gratification,fruition : delight
gratitude,the state of being grateful
grave,destruction
gravity,sobriety of character or demeanor
gray,a neutral or whitish tint
greatness,"the state , condition , or quality of being great"
greed,greediness
greeting,salutation at meeting
grief,grievance
grief,"mental suffering arising from any cause , as misfortune , loss of friends , misconduct of one ' s self or others , etc"
grief,sadness
grievance,injury
grin,"a hard , forced , or sneering smile"
grip,a handle or gripe
grip,strength in grasping
groan,"sometimes , an expression of strong disapprobation"
groom,a servant
groom,a waiter
gross,"the chief part , bulk , or mass"
gross,twelve times twelve
grove,a wood of small extent
growth,advancement
growth,consequence
growth,"increase in size , number , frequency , strength , etc"
growth,prevalence or influence
growth,product
guarantee,a warranty
guarantee,the person to whom a guaranty is made
guard,"one who , or that which , guards from injury , danger , exposure , or attack"
guidance,the act or result of guiding
guidance,the superintendence or assistance of a guide
guide,a director
guide,"a person who leads or directs another in his way or course , as in a strange land"
guilt,a feeling of regret or remorse for having committed some improper act
guilt,offense against right
guise,custom
guise,customary way of speaking or acting
guise,mien
guise,shape
gulf,"a deep chasm or basin ,"
gulf,an abyss
gulf,a portion of an ocean or sea extending into the land
gulf,a sucking eddy
gum,a rubber overshoe
gun,a piece of heavy ordnance
habitation,place of abode
habit,physical temperament or constitution
hammer,that part of a clock which strikes upon the bell to indicate the hour
ham,the hock
ham,the region back of the knee joint
handkerchief,"a piece of cloth , usually square and often fine and elegant , carried for wiping the face or hands"
handling,"a touching , controlling , managing , using , etc"
handling,"the mode of using the pencil or brush , etc"
hand,paw
happiness,blessedness
happiness,contentment
happiness,felicity
happiness,fortuitous elegance
harbor,a port or haven
hard,a ford or passage across a river or swamp
harm,misfortune
harm,"that which causes injury , damage , or loss"
hart,the male of the red deer
harvest,"a crop , as of grain ( wheat , maize , etc"
harvest,the gathering of a crop of any kind
harvest,the ingathering of the crops
haste,speed
haul,a pulling with force
hazard,accident
hazard,a game of chance played with dice
hazard,casualty
hazard,risk
haze,a lack of transparency in the air
hazel,a miner ' s name for freestone
heading,"the act or state of one who , or that which , heads"
head,poll
hearing,"a listening to facts and evidence , for the sake of adjudication"
hearing,the act or power of perceiving sound
hearing,the faculty or sense by which sound is perceived
hearth,fireside
hearth,"the pavement or floor of brick , stone , or metal in a chimney , on which a fire is made"
heart,the individual disposition and character
heart,the moral affections and character itself
heath,"a low shrub , with minute evergreen leaves , and handsome clusters of pink flowers"
heath,any cheerless tract of country overgrown with shrubs or coarse herbage
heathen,a pagan
heave,an upward motion
heaven,the assembly of the blessed collectively
heaven,the dwelling place of the deity
heaven,the expanse of space surrounding the earth
heaven,the firmament
heed,careful consideration
heed,observation
heel,the latter or remaining part of anything
height,altitude
height,an eminence
height,"the measure upward from a surface , as the floor or the ground , of an animal , especially of a man"
heir,one who receives any endowment from an ancestor or relation
hell,a dungeon or prison
helm,a helmet
helm,one at the place of direction or control
helm,the place or office of direction or administration
help,relief
help,remedy
hem,edge
hem,"the edge or border of a garment or cloth , doubled over and sewed , to strengthen it and prevent raveling"
herd,a particular stock or family of cattle
herd,a rabble
hereafter,a future existence or state
hero,"a demigod , as hercules"
hero,a great or illustrious person
hero,a prominent or central personage in any remarkable action or event
heroine,a woman of an heroic spirit
heroism,the display of such qualities
hero,"the principal personage in a poem , story , and the like , or the person who has the principal share in the transactions related"
hesitation,a faltering in speech
hesitation,the act of hesitating
hide,the human skin
high,heaven
high,the highest card dealt or drawn
hill,"a natural elevation of land , or a mass of earth rising above the common level of the surrounding land"
hint,"a suggestion or reminder , without a full declaration or explanation"
hire,"the price , reward , or compensation paid , or contracted to be paid , for the temporary use of a thing or a place , for personal service , or for labor"
history,"a true story , as distinguished from a romance"
history,a written record
hit,a striking against
hit,"a stroke of success in an enterprise , as by a fortunate chance"
hit,the stroke that touches anything
hold,clasp
hold,grasp
hold,grip
holding,"the act or state of sustaining , grasping , or retaining"
hold,the authority or ground to take or keep
hold,"the manner of holding , whether firm or loose"
hole,a mean habitation
hole,an excavation
holiday,a day of exemption from labor
holiday,religious anniversary
hollow,"a cavity , natural or artificial"
hollow,a low spot surrounded by elevations
hollow,an excavation
homage,obeisance
homage,respect or reverential regard
homage,respect paid by external action
homage,reverential worship
home,one ' s birthplace
home,one ' s own dwelling place
honesty,"fairness and straightforwardness of conduct , speech , etc"
honesty,satin flower
honesty,sincerity
honor,chastity
honor,courage
honor,excellence of character
honor,purity
honor,"that which rightfully attracts esteem , respect , or consideration"
honor,virtue
hood,a cowl
hood,"a soft covering for the head , worn by women , which leaves only the face exposed"
hope,confidence
horror,a shuddering with terror and detestation
hospital,"a public or private institution founded for reception and cure , or for the refuge , of persons diseased in body or mind , or disabled , infirm , or dependent , and in which they are treated either at their own expense , or more often by charity in whole or in part"
host,a landlord
host,any animal or plant affording lodgment or subsistence to a parasitic or commensal organism
hostile,an enemy
hostility,attacks of an enemy
hostility,public or private enemy
host,"the consecrated wafer , believed to be the body of christ , which in the mass is offered as a sacrifice"
hotel,"in france , the mansion or town residence of a person of rank or wealth"
hour,fixed or appointed time
housekeeper,a householder
housekeeper,"often , a woman hired to superintend the servants of a household and manage the ordinary domestic affairs"
hue,color or shade of color
hue,dye
hue,tint
humanity,the human race
humanity,"the kind feelings , dispositions , and sympathies of man"
humiliation,the act of humiliating or humbling
humming,a hum
humor,disposition
humor,mood
hum,"the confused noise of a crowd or of machinery , etc"
hundred,"the product of ten multiplied by ten , or the number of ten times ten"
hunter,a huntsman
hunter,a thoroughbred bred and trained for hunting
hunting,the pursuit of game or of wild animals
hurry,confusion
hurt,a husk
hypocrisy,"a dissimulation , or a concealment of one ' s real character , disposition , or motives"
hypocrisy,"a feigning to be what one is not , or to feel what one does not feel"
hypocrisy,a simulation of goodness
hypothesis,"a tentative theory or supposition provisionally adopted to explain certain facts , and to guide in the investigation of others"
ice,concreted sugar
ideal,a mental conception regarded as a standard of perfection
ideal,"a model of excellence , beauty , etc"
identity,sameness
idiot,"a human being destitute of the ordinary intellectual powers , whether congenital , developmental , or accidental"
idiot,a simpleton
idolatry,respect or love which borders on adoration
idolatry,the worship of false gods
ignorance,the condition of being ignorant
ill,depravity
illness,disease
ill,pain
illusion,an unreal image presented to the bodily or mental vision
illusion,anything agreeably fascinating and charming
illustration,"a comparison or example intended to make clear or apprehensible , or to remove obscurity"
image,"an imitation , representation , or similitude of any person , thing , or act , sculptured , drawn , painted , or otherwise made perceptible to the sight"
image,a picture
image,a visible presentation
imagination,"the power to recombine the materials furnished by experience or memory , for the accomplishment of an elevated purpose"
imagination,the representative power
immortality,exemption from oblivion
immortal,"one exempt from death , decay , or annihilation"
immortal,one who will never cease to be
impatience,passion
imperial,a luggage case on the top of a coach
importance,the quality or state of being important
impossibility,an impossible thing
impossibility,"that which can not be thought , done , or endured"
impossibility,the quality of being impossible
impress,result produced by pressure or influence
improvement,betterment
improvement,"practical application , as of a doctrine , principle , or theory , stated in a discourse"
improvement,the act of improving
improvement,the state of being improved
impudence,the quality of being impudent
impulse,motion produced by a sudden or momentary force
impulse,the action of a force during a very small interval of time
impulse,the effect of an impelling force
inch,a critical moment
incident,an accidental or subordinate action or event
incident,occurrence
incident,"something appertaining to , passing with , or depending on , another , called the principal"
incident,that which happens aside from the main design
inclination,a direction or tendency from the true vertical or horizontal direction
inclination,"the act of inclining , or state of being inclined"
income,salary
income,"that gain which proceeds from labor , business , property , or capital of any kind , as the produce of a farm , the rent of houses , the proceeds of professional business , the profits of commerce or of occupation , or the interest of money or stock in funds , etc"
inconvenience,unfitness
increase,growth
independence,self - subsistence or maintenance
indifference,impartiality
indifference,insignificance
indifference,lack of sufficient importance to constitute a difference
indifference,"the quality or state of being indifferent , or not making a difference"
indignation,the effect of anger
individual,a person
individuality,oneness
individuality,that quality which distinguishes one person or thing from another
individuality,the sum of characteristic traits
indulgence,gratification
industry,steady attention to business
infamy,extreme baseness or vileness
infamy,indignity
infamy,public disgrace
inference,the act or process of inferring by deduction or induction
influence,reputation
information,any datum that reduces uncertainty about the state of any part of the world
information,"the act of informing , or communicating knowledge or intelligence"
infringement,a trespass
inhabitant,a permanent resident
inheritance,a heritage
inheritance,that which is derived by an heir from an ancestor or other person
iniquity,lack of rectitude or uprightness
iniquity,wickedness
initial,the first letter of a word or a name
injunction,a command
